step,train_loss,eval_loss,lr,gate_fft,gate_mem,time,train_loss
265,21.97161484,,1.00E-04,-0.000977,-0.001124,Tue Apr 14 20:46:16 2026,2.746451855
266,22.22577667,,1.00E-04,-0.000979,-0.001134,Tue Apr 14 20:46:45 2026,2.778222084
267,21.55830193,,1.00E-04,-0.000982,-0.001144,Tue Apr 14 20:47:14 2026,2.694787741
268,21.51080322,,1.00E-04,-0.000982,-0.001144,Tue Apr 14 20:47:43 2026,2.688850403
269,21.64881516,,1.00E-04,-0.000984,-0.001144,Tue Apr 14 20:48:13 2026,2.706101894
270,21.59102821,,1.00E-04,-0.000984,-0.001134,Tue Apr 14 20:48:41 2026,2.698878527
271,22.39141083,,1.00E-04,-0.000984,-0.001124,Tue Apr 14 20:49:07 2026,2.798926353
272,22.48617172,,1.00E-04,-0.000987,-0.001114,Tue Apr 14 20:49:33 2026,2.810771465
273,21.48538589,,1.00E-04,-0.000987,-0.001114,Tue Apr 14 20:50:01 2026,2.685673237
274,32.13409042,,1.00E-04,-0.000989,-0.001155,Tue Apr 14 20:51:48 2026,4.016761303
275,21.64941406,,1.00E-04,-0.000994,-0.001165,Tue Apr 14 20:52:15 2026,2.706176758
276,21.69107437,,1.00E-04,-0.000999,-0.00117,Tue Apr 14 20:52:41 2026,2.711384296
277,21.06840706,,1.00E-04,-0.001005,-0.001175,Tue Apr 14 20:53:07 2026,2.633550882
278,22.00148773,,1.00E-04,-0.00101,-0.00118,Tue Apr 14 20:53:34 2026,2.750185966
279,21.5177784,,1.00E-04,-0.001015,-0.001175,Tue Apr 14 20:54:00 2026,2.6897223
280,22.33651161,,1.00E-04,-0.00102,-0.001175,Tue Apr 14 20:54:23 2026,2.792063951
281,21.83337593,,1.00E-04,-0.001022,-0.001175,Tue Apr 14 20:55:53 2026,2.729171991
282,21.94607544,,1.00E-04,-0.001027,-0.001175,Tue Apr 14 20:56:22 2026,2.74325943
283,21.98643494,,1.00E-04,-0.001035,-0.001175,Tue Apr 14 20:56:48 2026,2.748304367
284,22.18005753,,1.00E-04,-0.001045,-0.001175,Tue Apr 14 20:57:12 2026,2.772507191
285,21.84726715,,1.00E-04,-0.001053,-0.001175,Tue Apr 14 20:57:36 2026,2.730908394
286,22.22984123,,1.00E-04,-0.00106,-0.001175,Tue Apr 14 20:57:58 2026,2.778730154
287,21.48292351,,1.00E-04,-0.001066,-0.001175,Tue Apr 14 20:58:21 2026,2.685365438
288,21.34218597,,1.00E-04,-0.001071,-0.001175,Tue Apr 14 20:59:47 2026,2.667773247
289,21.57111359,,1.00E-04,-0.001073,-0.001175,Tue Apr 14 21:00:10 2026,2.696389198
290,21.5790329,,1.00E-04,-0.001071,-0.001175,Tue Apr 14 21:00:34 2026,2.697379112
291,21.42863464,,1.00E-04,-0.001076,-0.001175,Tue Apr 14 21:00:57 2026,2.67857933
292,21.55114555,,1.00E-04,-0.001078,-0.001195,Tue Apr 14 21:01:20 2026,2.693893194
293,21.97521591,,1.00E-04,-0.001078,-0.001216,Tue Apr 14 21:01:43 2026,2.746901989
294,21.36336899,,1.00E-04,-0.001083,-0.001221,Tue Apr 14 21:02:06 2026,2.670421124
295,21.60115814,,1.00E-04,-0.001086,-0.001236,Tue Apr 14 21:02:28 2026,2.700144768
296,21.25767708,,1.00E-04,-0.001091,-0.001236,Tue Apr 14 21:02:51 2026,2.657209635
297,21.83498764,,1.00E-04,-0.001096,-0.001226,Tue Apr 14 21:03:13 2026,2.729373455
298,21.08501625,,1.00E-04,-0.001104,-0.001216,Tue Apr 14 21:03:36 2026,2.635627031
299,22.31399536,,1.00E-04,-0.001109,-0.001205,Tue Apr 14 21:04:03 2026,2.78924942
300,21.74332047,,1.00E-04,-0.001111,-0.001205,Tue Apr 14 21:04:32 2026,2.717915058
300,,2.751437426,,-0.001111,-0.001205,Tue Apr 14 21:04:56 2026,
301,22.22898293,,1.00E-04,-0.001116,-0.001216,Tue Apr 14 21:05:33 2026,2.778622866
302,21.99612427,,1.00E-04,-0.001124,-0.001246,Tue Apr 14 21:06:01 2026,2.749515533
303,21.60093307,,1.00E-04,-0.001127,-0.001261,Tue Apr 14 21:06:28 2026,2.700116634
304,21.63717079,,1.00E-04,-0.001132,-0.001256,Tue Apr 14 21:06:55 2026,2.704646349
305,22.05996704,,1.00E-04,-0.001134,-0.001251,Tue Apr 14 21:07:21 2026,2.75749588
306,21.79321289,,1.00E-04,-0.001132,-0.001236,Tue Apr 14 21:07:50 2026,2.724151611
307,22.07372665,,1.00E-04,-0.001129,-0.001221,Tue Apr 14 21:08:16 2026,2.759215832
308,22.76074219,,1.00E-04,-0.001127,-0.001211,Tue Apr 14 21:08:43 2026,2.845092773
309,21.24895477,,1.00E-04,-0.001124,-0.001211,Tue Apr 14 21:09:10 2026,2.656119347
310,23.73922539,,1.00E-04,-0.001127,-0.001211,Tue Apr 14 21:09:37 2026,2.967403173
311,21.39779282,,1.00E-04,-0.001134,-0.001216,Tue Apr 14 21:10:05 2026,2.674724102
312,21.29392052,,1.00E-04,-0.001149,-0.001216,Tue Apr 14 21:10:36 2026,2.661740065
313,21.98458862,,1.00E-04,-0.001162,-0.001221,Tue Apr 14 21:11:04 2026,2.748073578
314,22.29579163,,1.00E-04,-0.001167,-0.001226,Tue Apr 14 21:11:31 2026,2.786973953
315,21.89677429,,1.00E-04,-0.001172,-0.001226,Tue Apr 14 21:11:57 2026,2.737096786
316,22.00991631,,1.00E-04,-0.001177,-0.001216,Tue Apr 14 21:12:24 2026,2.751239538
317,22.44977379,,1.00E-04,-0.001172,-0.001205,Tue Apr 14 21:13:48 2026,2.806221724
318,21.37789726,,1.00E-04,-0.001175,-0.001205,Tue Apr 14 21:14:56 2026,2.672237158
319,21.43733978,,9.99E-05,-0.001177,-0.001205,Tue Apr 14 21:15:24 2026,2.679667473
320,21.53738213,,9.99E-05,-0.00119,-0.001216,Tue Apr 14 21:15:53 2026,2.692172766
321,21.7785244,,9.99E-05,-0.001203,-0.001221,Tue Apr 14 21:16:21 2026,2.72231555
322,21.4991169,,9.99E-05,-0.001216,-0.001231,Tue Apr 14 21:16:50 2026,2.687389612
323,21.55670357,,9.99E-05,-0.001218,-0.001231,Tue Apr 14 21:18:09 2026,2.694587946
324,21.6581955,,9.99E-05,-0.001221,-0.001231,Tue Apr 14 21:19:06 2026,2.707274437
325,21.0481472,,9.99E-05,-0.001228,-0.001221,Tue Apr 14 21:19:33 2026,2.6310184
326,21.44901466,,9.99E-05,-0.001233,-0.001211,Tue Apr 14 21:19:59 2026,2.681126833
327,21.07722855,,9.99E-05,-0.001239,-0.0012,Tue Apr 14 21:20:26 2026,2.634653568
328,21.90830231,,9.99E-05,-0.001239,-0.00119,Tue Apr 14 21:20:53 2026,2.738537788
329,21.39408493,,9.99E-05,-0.001239,-0.00119,Tue Apr 14 21:21:21 2026,2.674260616
330,21.46390533,,9.99E-05,-0.001241,-0.00119,Tue Apr 14 21:22:44 2026,2.682988167
331,22.1217556,,9.99E-05,-0.001244,-0.00119,Tue Apr 14 21:23:10 2026,2.76521945
332,22.06213188,,9.99E-05,-0.001246,-0.001195,Tue Apr 14 21:23:38 2026,2.757766485
333,22.60823822,,9.99E-05,-0.001244,-0.0012,Tue Apr 14 21:24:07 2026,2.826029778
334,21.03971863,,9.99E-05,-0.001251,-0.00119,Tue Apr 14 21:24:36 2026,2.629964828
335,22.37842178,,9.99E-05,-0.001259,-0.00118,Tue Apr 14 21:25:06 2026,2.797302723
336,21.62726021,,9.99E-05,-0.001266,-0.00117,Tue Apr 14 21:26:29 2026,2.703407526
337,21.51292992,,9.99E-05,-0.001272,-0.00116,Tue Apr 14 21:26:56 2026,2.68911624
338,21.0653553,,9.99E-05,-0.001277,-0.00116,Tue Apr 14 21:27:22 2026,2.633169413
339,21.74126434,,9.99E-05,-0.001279,-0.00116,Tue Apr 14 21:27:48 2026,2.717658043
340,23.16134644,,9.99E-05,-0.001279,-0.001149,Tue Apr 14 21:28:15 2026,2.895168304
341,22.33294296,,9.99E-05,-0.001279,-0.001149,Tue Apr 14 21:28:43 2026,2.79161787
342,21.94412804,,9.99E-05,-0.001279,-0.001149,Tue Apr 14 21:29:46 2026,2.743016005
343,22.2800808,,9.99E-05,-0.001284,-0.001149,Tue Apr 14 21:30:49 2026,2.785010099
344,21.42186737,,9.99E-05,-0.001287,-0.001149,Tue Apr 14 21:31:15 2026,2.677733421
345,20.67053413,,9.99E-05,-0.001289,-0.001144,Tue Apr 14 21:31:42 2026,2.583816767
346,21.37430763,,9.99E-05,-0.001292,-0.001129,Tue Apr 14 21:32:09 2026,2.671788454
347,21.51294136,,9.99E-05,-0.001297,-0.001129,Tue Apr 14 21:32:35 2026,2.68911767
348,21.63680649,,9.99E-05,-0.0013,-0.001129,Tue Apr 14 21:33:03 2026,2.704600811
349,21.59403992,,9.99E-05,-0.0013,-0.001129,Tue Apr 14 21:34:27 2026,2.69925499
350,20.78543854,,9.99E-05,-0.001305,-0.001129,Tue Apr 14 21:34:55 2026,2.598179817
351,21.66197777,,9.99E-05,-0.001307,-0.001134,Tue Apr 14 21:35:23 2026,2.707747221
352,20.94726372,,9.99E-05,-0.00131,-0.001139,Tue Apr 14 21:35:52 2026,2.618407965
353,21.34235001,,9.99E-05,-0.001312,-0.001134,Tue Apr 14 21:36:21 2026,2.667793751
354,21.34322739,,9.99E-05,-0.001317,-0.001139,Tue Apr 14 21:36:51 2026,2.667903423
355,20.68931961,,9.99E-05,-0.001322,-0.001139,Tue Apr 14 21:37:19 2026,2.586164951
356,21.82319832,,9.99E-05,-0.001328,-0.001144,Tue Apr 14 21:37:47 2026,2.72789979
357,22.08263206,,9.99E-05,-0.00133,-0.001149,Tue Apr 14 21:38:14 2026,2.760329008
358,21.42362404,,9.99E-05,-0.001338,-0.001149,Tue Apr 14 21:38:41 2026,2.677953005
359,21.35487556,,9.99E-05,-0.00134,-0.001149,Tue Apr 14 21:39:10 2026,2.669359446
360,21.47597313,,9.99E-05,-0.001343,-0.001149,Tue Apr 14 21:39:38 2026,2.684496641
361,21.43022156,,9.99E-05,-0.00134,-0.001149,Tue Apr 14 21:40:03 2026,2.678777695
362,22.23663521,,9.99E-05,-0.001338,-0.001149,Tue Apr 14 21:40:25 2026,2.779579401
363,22.32472992,,9.99E-05,-0.001335,-0.001139,Tue Apr 14 21:40:48 2026,2.79059124
364,21.31841087,,9.99E-05,-0.001333,-0.001129,Tue Apr 14 21:41:11 2026,2.664801359
365,31.86344147,,9.99E-05,-0.00133,-0.001119,Tue Apr 14 21:41:46 2026,3.982930183
366,21.46408844,,9.99E-05,-0.001328,-0.001119,Tue Apr 14 21:42:09 2026,2.683011055
367,21.50352669,,9.99E-05,-0.001325,-0.001119,Tue Apr 14 21:42:32 2026,2.687940836
368,20.88236618,,9.99E-05,-0.001325,-0.001114,Tue Apr 14 21:42:54 2026,2.610295773
369,21.81328011,,9.98E-05,-0.001328,-0.001109,Tue Apr 14 21:43:17 2026,2.726660013
370,21.31107712,,9.98E-05,-0.001328,-0.001104,Tue Apr 14 21:43:39 2026,2.66388464
371,22.14738083,,9.98E-05,-0.001328,-0.001099,Tue Apr 14 21:44:02 2026,2.768422604
372,21.64059448,,9.98E-05,-0.001328,-0.001094,Tue Apr 14 21:44:25 2026,2.70507431
373,21.76315689,,9.98E-05,-0.001328,-0.001094,Tue Apr 14 21:44:47 2026,2.720394611
374,21.80833054,,9.98E-05,-0.001328,-0.001094,Tue Apr 14 21:45:10 2026,2.726041317
375,21.99845886,,9.98E-05,-0.001322,-0.001094,Tue Apr 14 21:45:33 2026,2.749807358
376,21.67996597,,9.98E-05,-0.00132,-0.001094,Tue Apr 14 21:45:55 2026,2.709995747
377,22.03927994,,9.98E-05,-0.00132,-0.001094,Tue Apr 14 21:46:18 2026,2.754909992
378,21.28827095,,9.98E-05,-0.00132,-0.001094,Tue Apr 14 21:46:41 2026,2.661033869
379,21.15354347,,9.98E-05,-0.001317,-0.001094,Tue Apr 14 21:47:03 2026,2.644192934
380,21.39405632,,9.98E-05,-0.001315,-0.001094,Tue Apr 14 21:47:26 2026,2.67425704
381,21.3649292,,9.98E-05,-0.001312,-0.001094,Tue Apr 14 21:47:49 2026,2.67061615
382,21.23735428,,9.98E-05,-0.001312,-0.001094,Tue Apr 14 21:48:11 2026,2.654669285
383,21.35379601,,9.98E-05,-0.001312,-0.001104,Tue Apr 14 21:48:34 2026,2.669224501
384,21.76851273,,9.98E-05,-0.001307,-0.001104,Tue Apr 14 21:48:56 2026,2.721064091
385,21.17363358,,9.98E-05,-0.001302,-0.001104,Tue Apr 14 21:49:19 2026,2.646704197
386,21.41111374,,9.98E-05,-0.0013,-0.001099,Tue Apr 14 21:49:42 2026,2.676389217
387,21.03705025,,9.98E-05,-0.001297,-0.001099,Tue Apr 14 21:50:04 2026,2.629631281
388,21.61205673,,9.98E-05,-0.001297,-0.001099,Tue Apr 14 21:50:27 2026,2.701507092
389,20.88963127,,9.98E-05,-0.001297,-0.001088,Tue Apr 14 21:50:50 2026,2.611203909
390,22.10906982,,9.98E-05,-0.001289,-0.001073,Tue Apr 14 21:51:12 2026,2.763633728
391,21.51309586,,9.98E-05,-0.001287,-0.001063,Tue Apr 14 21:51:35 2026,2.689136982
392,22.02763176,,9.98E-05,-0.001279,-0.001053,Tue Apr 14 21:51:58 2026,2.75345397
393,21.78147125,,9.98E-05,-0.001272,-0.001053,Tue Apr 14 21:52:20 2026,2.722683907
394,21.38602066,,9.98E-05,-0.001274,-0.001063,Tue Apr 14 21:52:43 2026,2.673252583
395,21.42084312,,9.98E-05,-0.001266,-0.001063,Tue Apr 14 21:53:06 2026,2.677605391
396,21.83584595,,9.98E-05,-0.001259,-0.001063,Tue Apr 14 21:53:28 2026,2.729480743
397,21.56537628,,9.98E-05,-0.001249,-0.001063,Tue Apr 14 21:53:51 2026,2.695672035
398,21.83727455,,9.98E-05,-0.001239,-0.001063,Tue Apr 14 21:54:13 2026,2.729659319
399,22.53938293,,9.98E-05,-0.001233,-0.001063,Tue Apr 14 21:54:36 2026,2.817422867
400,20.99246788,,9.98E-05,-0.001223,-0.001063,Tue Apr 14 21:54:59 2026,2.624058485
400,,2.719602823,,-0.001223,-0.001063,Tue Apr 14 21:55:19 2026,
401,23.49089622,,9.98E-05,-0.001221,-0.001063,Tue Apr 14 21:55:46 2026,2.936362028
402,21.13465118,,9.98E-05,-0.001223,-0.001063,Tue Apr 14 21:56:09 2026,2.641831398
403,21.03547859,,9.97E-05,-0.001223,-0.001063,Tue Apr 14 21:56:32 2026,2.629434824
404,21.73193359,,9.97E-05,-0.001223,-0.001053,Tue Apr 14 21:56:54 2026,2.716491699
405,22.04737663,,9.97E-05,-0.001218,-0.001043,Tue Apr 14 21:57:17 2026,2.755922079
406,21.6447258,,9.97E-05,-0.001218,-0.001043,Tue Apr 14 21:57:39 2026,2.705590725
407,21.75994301,,9.97E-05,-0.001203,-0.001043,Tue Apr 14 21:58:02 2026,2.719992876
408,22.1996727,,9.97E-05,-0.001195,-0.001043,Tue Apr 14 21:58:25 2026,2.774959087
409,21.12762642,,9.97E-05,-0.00119,-0.001033,Tue Apr 14 21:58:47 2026,2.640953302
410,21.1558342,,9.97E-05,-0.001185,-0.001022,Tue Apr 14 21:59:10 2026,2.644479275
411,21.25697327,,9.97E-05,-0.00118,-0.001022,Tue Apr 14 21:59:32 2026,2.657121658
412,21.49925232,,9.97E-05,-0.001175,-0.001022,Tue Apr 14 21:59:55 2026,2.68740654
413,21.2080307,,9.97E-05,-0.00117,-0.001022,Tue Apr 14 22:00:18 2026,2.651003838
414,21.27552795,,9.97E-05,-0.001162,-0.001012,Tue Apr 14 22:00:40 2026,2.659440994
415,21.37122345,,9.97E-05,-0.001155,-0.001002,Tue Apr 14 22:01:03 2026,2.671402931
416,20.75238037,,9.97E-05,-0.001149,-0.000992,Tue Apr 14 22:01:26 2026,2.594047546
417,21.15750313,,9.97E-05,-0.001139,-0.001002,Tue Apr 14 22:01:48 2026,2.644687891
418,20.78339005,,9.97E-05,-0.001134,-0.001002,Tue Apr 14 22:02:11 2026,2.597923756
419,21.665308,,9.97E-05,-0.001134,-0.001022,Tue Apr 14 22:02:34 2026,2.7081635
420,21.09660339,,9.97E-05,-0.001134,-0.001033,Tue Apr 14 22:02:56 2026,2.637075424
421,21.17165756,,9.97E-05,-0.001129,-0.001033,Tue Apr 14 22:03:19 2026,2.646457195
422,21.82813835,,9.97E-05,-0.001124,-0.001033,Tue Apr 14 22:03:42 2026,2.728517294
423,21.76235199,,9.97E-05,-0.001119,-0.001033,Tue Apr 14 22:04:04 2026,2.720293999
424,22.31641579,,9.97E-05,-0.001114,-0.001033,Tue Apr 14 22:04:27 2026,2.789551973
425,20.72195816,,9.97E-05,-0.001109,-0.001033,Tue Apr 14 22:04:50 2026,2.59024477
426,22.07767677,,9.97E-05,-0.001104,-0.001033,Tue Apr 14 22:05:12 2026,2.759709597
427,21.31298637,,9.97E-05,-0.001099,-0.001033,Tue Apr 14 22:05:35 2026,2.664123297
428,21.19175911,,9.97E-05,-0.001099,-0.001033,Tue Apr 14 22:05:57 2026,2.648969889
429,20.75309181,,9.97E-05,-0.001099,-0.001033,Tue Apr 14 22:06:20 2026,2.594136477
430,21.41125488,,9.97E-05,-0.001099,-0.001033,Tue Apr 14 22:06:43 2026,2.67640686
431,22.8486042,,9.96E-05,-0.001094,-0.001033,Tue Apr 14 22:07:05 2026,2.856075525
432,22.01537132,,9.96E-05,-0.001088,-0.001022,Tue Apr 14 22:07:28 2026,2.751921415
433,21.6203289,,9.96E-05,-0.001083,-0.001007,Tue Apr 14 22:07:51 2026,2.702541113
434,21.94816589,,9.96E-05,-0.001083,-0.000992,Tue Apr 14 22:08:13 2026,2.743520737
435,21.09332085,,9.96E-05,-0.001083,-0.000987,Tue Apr 14 22:08:36 2026,2.636665106
436,20.32878113,,9.96E-05,-0.001083,-0.000982,Tue Apr 14 22:08:58 2026,2.541097641
437,21.03371239,,9.96E-05,-0.001083,-0.000982,Tue Apr 14 22:09:21 2026,2.629214048
438,21.13892365,,9.96E-05,-0.001083,-0.000982,Tue Apr 14 22:09:44 2026,2.642365456
439,21.28246307,,9.96E-05,-0.001078,-0.000982,Tue Apr 14 22:10:06 2026,2.660307884
440,21.23507881,,9.96E-05,-0.001073,-0.000982,Tue Apr 14 22:10:29 2026,2.654384851
441,20.43273544,,9.96E-05,-0.001068,-0.000982,Tue Apr 14 22:10:52 2026,2.55409193
442,21.40896416,,9.96E-05,-0.001063,-0.000982,Tue Apr 14 22:11:14 2026,2.67612052
443,20.59224319,,9.96E-05,-0.001058,-0.000982,Tue Apr 14 22:11:37 2026,2.574030399
444,20.9604187,,9.96E-05,-0.001053,-0.000982,Tue Apr 14 22:12:00 2026,2.620052338
445,20.97789955,,9.96E-05,-0.001048,-0.000992,Tue Apr 14 22:12:22 2026,2.622237444
446,20.29986954,,9.96E-05,-0.001043,-0.001002,Tue Apr 14 22:12:45 2026,2.537483692
447,21.42341995,,9.96E-05,-0.001038,-0.001002,Tue Apr 14 22:13:07 2026,2.677927494
448,21.67442131,,9.96E-05,-0.001022,-0.001007,Tue Apr 14 22:13:30 2026,2.709302664
449,20.99139214,,9.96E-05,-0.001017,-0.001007,Tue Apr 14 22:13:53 2026,2.623924017
450,20.94568634,,9.96E-05,-0.001017,-0.001007,Tue Apr 14 22:14:15 2026,2.618210793
451,21.08467484,,9.96E-05,-0.001017,-0.000997,Tue Apr 14 22:14:38 2026,2.635584354
452,21.02605629,,9.96E-05,-0.001017,-0.000987,Tue Apr 14 22:15:01 2026,2.628257036
453,21.84211922,,9.96E-05,-0.001012,-0.000977,Tue Apr 14 22:15:23 2026,2.730264902
454,21.92542458,,9.96E-05,-0.001007,-0.000966,Tue Apr 14 22:15:46 2026,2.740678072
455,20.89893341,,9.95E-05,-0.001002,-0.000966,Tue Apr 14 22:16:09 2026,2.612366676
456,31.22788811,,9.95E-05,-0.000982,-0.000966,Tue Apr 14 22:16:44 2026,3.903486013
457,21.06306076,,9.95E-05,-0.000961,-0.000966,Tue Apr 14 22:17:07 2026,2.632882595
458,21.07149887,,9.95E-05,-0.000941,-0.000966,Tue Apr 14 22:17:30 2026,2.633937359
459,20.43618774,,9.95E-05,-0.000921,-0.000971,Tue Apr 14 22:17:53 2026,2.554523468
460,21.36911774,,9.95E-05,-0.000921,-0.000966,Tue Apr 14 22:18:15 2026,2.671139717
461,20.8621254,,9.95E-05,-0.0009,-0.000971,Tue Apr 14 22:18:38 2026,2.607765675
462,21.73569489,,9.95E-05,-0.000895,-0.000977,Tue Apr 14 22:19:00 2026,2.716961861
463,21.21677589,,9.95E-05,-0.000895,-0.000987,Tue Apr 14 22:19:23 2026,2.652096987
464,21.29365158,,9.95E-05,-0.000895,-0.000987,Tue Apr 14 22:19:45 2026,2.661706448
465,21.33921432,,9.95E-05,-0.000895,-0.000997,Tue Apr 14 22:20:08 2026,2.667401791
466,21.53299141,,9.95E-05,-0.000895,-0.000997,Tue Apr 14 22:20:31 2026,2.691623926
467,21.24078751,,9.95E-05,-0.00089,-0.000997,Tue Apr 14 22:20:53 2026,2.655098438
468,21.56855202,,9.95E-05,-0.000885,-0.000997,Tue Apr 14 22:21:16 2026,2.696069002
469,20.80079651,,9.95E-05,-0.00088,-0.000997,Tue Apr 14 22:21:38 2026,2.600099564
470,20.66053391,,9.95E-05,-0.000875,-0.000997,Tue Apr 14 22:22:01 2026,2.582566738
471,20.94272995,,9.95E-05,-0.00087,-0.000997,Tue Apr 14 22:22:24 2026,2.617841244
472,20.8764019,,9.95E-05,-0.000865,-0.000997,Tue Apr 14 22:22:46 2026,2.609550238
473,20.74758148,,9.95E-05,-0.00086,-0.000997,Tue Apr 14 22:23:09 2026,2.593447685
474,20.85725975,,9.95E-05,-0.000854,-0.000997,Tue Apr 14 22:23:32 2026,2.607157469
475,21.2703743,,9.95E-05,-0.000849,-0.000997,Tue Apr 14 22:23:54 2026,2.658796787
476,20.66790581,,9.94E-05,-0.000844,-0.000997,Tue Apr 14 22:24:17 2026,2.583488226
477,20.88829613,,9.94E-05,-0.000839,-0.000997,Tue Apr 14 22:24:40 2026,2.611037016
478,20.51041794,,9.94E-05,-0.000814,-0.000997,Tue Apr 14 22:25:02 2026,2.563802242
479,21.07659531,,9.94E-05,-0.000799,-0.000997,Tue Apr 14 22:25:25 2026,2.634574413
480,20.37681007,,9.94E-05,-0.000773,-0.000997,Tue Apr 14 22:25:47 2026,2.547101259
481,21.58877373,,9.94E-05,-0.000748,-0.000997,Tue Apr 14 22:26:10 2026,2.698596716
482,20.96848679,,9.94E-05,-0.000743,-0.000997,Tue Apr 14 22:26:33 2026,2.621060848
483,21.4944725,,9.94E-05,-0.000738,-0.000997,Tue Apr 14 22:26:55 2026,2.686809063
484,21.22064781,,9.94E-05,-0.000732,-0.000997,Tue Apr 14 22:27:18 2026,2.652580976
485,20.8433094,,9.94E-05,-0.000727,-0.000997,Tue Apr 14 22:27:40 2026,2.605413675
486,20.87069702,,9.94E-05,-0.000722,-0.000992,Tue Apr 14 22:28:03 2026,2.608837128
487,21.28177452,,9.94E-05,-0.000717,-0.000992,Tue Apr 14 22:28:25 2026,2.660221815
488,21.09634399,,9.94E-05,-0.000712,-0.000992,Tue Apr 14 22:28:48 2026,2.637042999
489,21.27214622,,9.94E-05,-0.000707,-0.000992,Tue Apr 14 22:29:11 2026,2.659018278
490,21.98967361,,9.94E-05,-0.000702,-0.000992,Tue Apr 14 22:29:33 2026,2.748709202
491,20.41591263,,9.94E-05,-0.000702,-0.001002,Tue Apr 14 22:29:56 2026,2.551989079
492,22.94994926,,9.94E-05,-0.000702,-0.001002,Tue Apr 14 22:30:19 2026,2.868743658
493,20.54982567,,9.94E-05,-0.000697,-0.001002,Tue Apr 14 22:30:41 2026,2.568728209
494,20.45889664,,9.94E-05,-0.000692,-0.001002,Tue Apr 14 22:31:04 2026,2.55736208
495,21.12178802,,9.94E-05,-0.000687,-0.001002,Tue Apr 14 22:31:27 2026,2.640223503
496,21.43884468,,9.93E-05,-0.000682,-0.001002,Tue Apr 14 22:31:49 2026,2.679855585
497,21.03174019,,9.93E-05,-0.000676,-0.000997,Tue Apr 14 22:32:12 2026,2.628967524
498,21.17479706,,9.93E-05,-0.000671,-0.000997,Tue Apr 14 22:32:34 2026,2.646849632
499,21.61383247,,9.93E-05,-0.000666,-0.000997,Tue Apr 14 22:32:57 2026,2.701729059
500,20.51076126,,9.93E-05,-0.000661,-0.000997,Tue Apr 14 22:33:20 2026,2.563845158
500,,2.641485214,,-0.000661,-0.000997,Tue Apr 14 22:33:40 2026,
501,20.55318069,,9.93E-05,-0.000656,-0.000997,Tue Apr 14 22:34:06 2026,2.569147587
502,20.65343475,,9.93E-05,-0.000651,-0.000997,Tue Apr 14 22:34:28 2026,2.581679344
503,20.88675308,,9.93E-05,-0.000646,-0.000997,Tue Apr 14 22:34:51 2026,2.610844135
504,20.58896255,,9.93E-05,-0.000641,-0.000997,Tue Apr 14 22:35:13 2026,2.573620319
505,20.67110825,,9.93E-05,-0.000636,-0.000997,Tue Apr 14 22:35:36 2026,2.583888531
506,20.75909615,,9.93E-05,-0.000631,-0.000997,Tue Apr 14 22:35:59 2026,2.594887018
507,20.13077354,,9.93E-05,-0.000626,-0.000997,Tue Apr 14 22:36:21 2026,2.516346693
508,20.53252411,,9.93E-05,-0.000621,-0.000997,Tue Apr 14 22:36:44 2026,2.566565514
509,20.16669273,,9.93E-05,-0.000615,-0.000997,Tue Apr 14 22:37:06 2026,2.520836592
510,21.09603691,,9.93E-05,-0.00061,-0.000997,Tue Apr 14 22:37:29 2026,2.637004614
511,20.47552872,,9.93E-05,-0.000605,-0.000997,Tue Apr 14 22:37:52 2026,2.55944109
512,20.54991341,,9.93E-05,-0.0006,-0.000997,Tue Apr 14 22:38:14 2026,2.568739176
513,21.20731163,,9.93E-05,-0.000595,-0.000997,Tue Apr 14 22:38:37 2026,2.650913954
514,21.17151642,,9.92E-05,-0.00059,-0.000997,Tue Apr 14 22:39:00 2026,2.646439552
515,21.67556953,,9.92E-05,-0.000585,-0.000997,Tue Apr 14 22:39:23 2026,2.709446192
516,20.08139801,,9.92E-05,-0.00058,-0.000997,Tue Apr 14 22:39:46 2026,2.510174751
517,21.45249176,,9.92E-05,-0.000575,-0.000997,Tue Apr 14 22:40:09 2026,2.68156147
518,20.6729126,,9.92E-05,-0.00057,-0.000997,Tue Apr 14 22:40:31 2026,2.584114075
519,20.55267143,,9.92E-05,-0.000565,-0.000997,Tue Apr 14 22:40:54 2026,2.569083929
520,20.1284523,,9.92E-05,-0.000559,-0.000992,Tue Apr 14 22:41:18 2026,2.516056538
521,20.77326775,,9.92E-05,-0.000554,-0.000992,Tue Apr 14 22:41:42 2026,2.596658468
522,22.18637085,,9.92E-05,-0.000549,-0.000992,Tue Apr 14 22:42:05 2026,2.773296356
523,21.37051773,,9.92E-05,-0.000544,-0.000987,Tue Apr 14 22:42:27 2026,2.671314716
524,20.9804287,,9.92E-05,-0.000539,-0.000982,Tue Apr 14 22:42:50 2026,2.622553587
525,21.29185677,,9.92E-05,-0.000534,-0.000977,Tue Apr 14 22:43:13 2026,2.661482096
526,20.44345856,,9.92E-05,-0.000529,-0.000971,Tue Apr 14 22:43:35 2026,2.55543232
527,19.69274712,,9.92E-05,-0.000524,-0.000971,Tue Apr 14 22:43:58 2026,2.46159339
528,20.38018417,,9.92E-05,-0.000519,-0.000971,Tue Apr 14 22:44:22 2026,2.547523022
529,20.45952415,,9.92E-05,-0.000519,-0.000971,Tue Apr 14 22:44:46 2026,2.557440519
530,20.59613609,,9.92E-05,-0.000519,-0.000971,Tue Apr 14 22:45:09 2026,2.574517012
